date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-12-03,3.1,2,7,,,11,14.4,,1024.4,
2018-12-04,-1.7,-5,4,,,343,12.6,,1030.9,
2018-12-05,-0.9,-6.8,2,,,69,5.7,,1029.5,
2018-12-06,-5.6,-7.4,0.2,,,329,21.9,,1035.5,
2018-12-07,-8,-13,-6,,,311,20.1,,1040.9,
2018-12-08,-8.4,-13,-2.9,,,300,16.8,,1040.2,
2018-12-09,-7.4,-15,-1,,,64,5,,1036.4,
2018-12-10,-3.8,-11.3,0,,,37,5.1,,1035.4,
2018-12-11,-4.9,-5.3,-1,,,318,20.3,,1037.1,
2018-12-12,-2.1,-12.1,3,,,215,7.7,,1033.2,
2018-12-13,-3.6,-9,5,,,356,11,,1035.9,
2018-12-14,-5.3,-12,3,,,113,5.3,,1036.7,
2018-12-15,-3.6,-11,2,,,112,4.5,,1028.4,
2018-12-16,1.2,-7,9,,,303,12.3,,1021.5,
2018-12-17,1.6,-8,9,,,221,8.6,,1021.5,
2018-12-18,-0.1,-8,10,,,33,7.2,,1019.5,
2018-12-19,-0.6,-7,9,,,351,5.6,,1021.4,
2018-12-20,1.2,-7,6.6,,,68,5.6,,1022.1,
2018-12-21,3.2,-5,9,,,310,9.3,,1023.2,
2018-12-22,2.6,-3,9,,,350,11.3,,1027.9,
2018-12-23,-5.8,-8,1,,,299,18.3,,1035.2,
2018-12-24,-5.4,-13,2,,,176,5.9,,1026.5,
2018-12-25,-1.1,-8.9,4,,,0,15.8,,1026.1,
2018-12-26,-6.8,-11,-2,,,41,9.8,,1035,
2018-12-27,-9.7,-11.5,-6,,,337,26.4,,1042.2,
2018-12-28,-7,-12,-5,,,312,24.9,,1044.2,
2018-12-29,-7.1,-12.8,-2,,,338,11.1,,1043.1,
2018-12-30,-8.7,-13.1,-1,,,20,7.1,,1044,
2018-12-31,-8.4,-14,-3,,,47,5,,1042.8,
2019-01-01,-5.2,-12.4,1,,,334,10.8,,1039.8,
2019-01-02,-5.4,-11,0,,,43,6.5,,1037,
2019-01-03,-4.5,-12,0,,,59,4.5,,1034.3,
2019-01-04,-2.7,-9,1,,,334,19.8,,1034.8,
2019-01-05,-5.2,-9,1,,,1,10.1,,1033.9,
2019-01-06,-6.5,-13,0.4,,,78,4.1,,1031.6,
2019-01-07,-2.2,-9.5,2.4,,,347,11.7,,1032.3,
2019-01-08,-6.4,-9,2,,,316,13.4,,1037.8,
2019-01-09,-6.3,-15,0.8,,,275,5.1,,1033.8,
2019-01-10,-3.1,-9.7,6,,,291,5.9,,1026.2,
2019-01-11,-2.8,-9,6,,,34,4.7,,1023.9,
2019-01-12,-3.6,-9,5,,,199,3.6,,1023.6,
2019-01-13,-2.1,-10.4,7,,,14,6.9,,1027.8,
2019-01-14,-1.6,-10,5,,,42,10.7,,1027.7,
2019-01-15,-5.4,-8,-2,,,312,24.5,,1037.8,
2019-01-16,-4.2,-14,4,,,212,7.4,,1028.5,
2019-01-17,-1.8,-13,7,,,263,7.4,,1025.3,
2019-01-18,0.3,-10,7,,,47,5.6,,1024.9,
2019-01-19,1.2,-4.5,5,,,4,11.7,,1027.8,
2019-01-20,2.7,-2.4,5,,,305,20.6,,1032,
2019-01-21,4.7,-7.2,9,,,292,17.4,,1024,
2019-01-22,3.1,-5.2,11.1,,,317,11.9,,1019.5,
2019-01-23,2.9,-6,12,,,45,8.7,,1023.9,
2019-01-24,0.1,-5,5,,,56,6.2,,1026.8,
2019-01-25,-0.1,-5,6,,,3,13.1,,1036.4,
2019-01-26,-1.2,-6.7,5,,,83,8.6,,1035.1,
2019-01-27,1.9,-5,10,,,350,10.2,,1025.3,
2019-01-28,0.4,-3,8,,,284,12.6,,1027.8,
2019-01-29,-0.4,-6,5.9,,,112,4.4,,1024.5,
2019-01-30,-1.7,-4,4,,,352,16.1,,1030.8,
2019-01-31,-5.3,-10,1,,,314,15.3,,1031.7,
2019-02-01,-3.7,-13,6,,,190,5.4,,1020.1,
2019-02-02,-0.8,-10,1,,,64,5,,1013.6,
2019-02-03,1.1,-3.3,8,,,331,17.7,,1021.5,
2019-02-04,-2.7,-9,3,,,56,5.9,,1022.3,
2019-02-05,-1.3,-6.5,2,,,83,9.2,,1017.6,
2019-02-06,-4.3,-4,0,,,137,8.9,,1021.9,
2019-02-07,-6.8,-10.8,-4,0,,331,17.9,,1035.3,
2019-02-08,-5.1,-8,-1,,,319,9,,1031.6,
2019-02-09,-5.7,-9,-2,,,343,9.8,,1037.2,
2019-02-10,-6.2,-10,-1,,,86,8.3,,1034.7,
2019-02-11,-1.7,-10.3,5,,,22,8.4,,1032,
2019-02-12,-5.4,-8,-2,1,,78,8.1,,1036.6,
2019-02-13,-3.4,-7,0,,,35,9.2,,1038.6,
2019-02-14,-4.4,-6.2,-2.5,0.3,,147,8.3,,1033.8,
2019-02-15,-3.8,-10,1,,,311,22.5,,1030.1,
2019-02-16,-2.2,-11,3,,,332,18.6,,1033.2,
2019-02-17,1.4,-7.7,7,,,325,11.6,,1029.5,
2019-02-18,1.4,-3.6,5,0.5,,31,6.9,,1023.1,
2019-02-19,1.3,-2,7,0.5,,232,9.3,,1021.2,
2019-02-20,1.8,-6,9,0,,319,9.2,,1028.6,
2019-02-21,3.6,-6.7,12,,,251,9.5,,1028.2,
2019-02-22,3.7,-5,13,,,90,6.5,,1025.9,
2019-02-23,5.2,-3.6,14,,,164,7.1,,1026.2,
2019-02-24,5.6,-3,14,,,41,8.7,,1023.1,
2019-02-25,4.8,-2,11,,,77,7.7,,1026.2,
2019-02-26,3.9,-3,8,,,75,5.7,,1026.5,
2019-02-27,5.4,-2.4,13,,,345,7.2,,1022.2,
2019-02-28,6.2,-2.5,14,,,298,7.8,,1020,
2019-03-01,6.2,-1,15,,,87,6.2,,1022.3,
2019-03-02,7.3,-2,17,,,196,7.2,,1017.7,
2019-03-03,6.8,-1,15,,,196,6,,1012.7,
2019-03-04,11.1,0.8,18,,,76,8.1,,1014.3,
2019-03-05,11.3,1,19,,,2,14.6,,1017.4,
2019-03-06,4.9,3.6,11,,,340,17.7,,1026.5,
2019-03-07,5.7,-6,13,,,237,8.4,,1026.9,
2019-03-08,7.8,-0.7,15,,,171,8.1,,1020.5,
2019-03-09,7.4,3,12,,,33,6.6,,1017.6,
2019-03-10,6.5,0,12.4,0.3,,70,7.1,,1016.8,
2019-03-11,9.3,0,17,,,300,21.2,,1012.6,
2019-03-12,7.8,-1.1,12,,,309,17.6,,1018,
2019-03-13,9.4,-1,17,,,278,9.4,,1020.5,
2019-03-14,10.6,0.5,16,,,336,13.1,,1021,
2019-03-15,7.6,4,13.8,,,44,13.7,,1022.1,
2019-03-16,9.7,-3,20,,,23,11.1,,1018.4,
2019-03-17,12.7,3.9,20,,,157,9.6,,1020.3,
2019-03-18,12.6,6,21.3,,,120,6.8,,1009.9,
2019-03-19,18.4,5.7,24,,,157,8.4,,1006.4,
2019-03-20,13.1,11.5,20,2.3,,130,13.5,,1004.2,
2019-03-21,6.3,3,13,,,338,21.2,,1020.7,
2019-03-22,9,0.2,14,,,314,18.2,,1023.5,
2019-03-23,7.6,3,13,,,288,18.6,,1027.1,
2019-03-24,11.2,-2,21,,,219,12.3,,1013.9,
2019-03-25,14.7,2.2,23,,,331,10.5,,1010.8,
2019-03-26,11.4,7,18,,,104,8.7,,1013.7,
2019-03-27,12.9,3.5,23,,,94,9.6,,1013.6,
2019-03-28,5.9,4.4,10,,,151,9.5,,1018.9,
2019-03-29,8,1.4,14,,,199,16.2,,1014.6,
2019-03-30,6.5,4,11,,,323,25.8,,1021.1,
2019-03-31,9.6,-3,17,,,290,13.5,,1022.9,
2019-04-01,11.1,1.2,17,,,198,8.6,,1022.8,
2019-04-02,11.1,2,19,,,90,9.9,,1023.3,
2019-04-03,11.8,2.7,20,,,184,8.9,,1023.1,
2019-04-04,19,3,28,,,231,13.1,,1009.9,
2019-04-05,13.1,5,20.3,,,116,12.5,,1010.7,
2019-04-06,13.4,5,21,,,87,9.3,,1010.9,
2019-04-07,12.2,3,18.4,,,129,9.9,,1012.3,
2019-04-08,12.3,5.8,16,0.5,,124,10.1,,1018.1,
2019-04-09,6.3,5,11,3.8,,354,11.1,,1021.5,
2019-04-10,14.4,2.2,19,3.8,,308,9.6,,1018,
2019-04-11,13.3,10,19,0,,189,9.5,,1015.1,
2019-04-12,15.8,6.7,23,,,190,12.8,,1013.2,
2019-04-13,16.3,8.5,22,,,49,12.6,,1013.6,
2019-04-14,16.9,10.9,24,,,255,18,,1018.4,
2019-04-15,19.8,7.4,27,,,194,12.2,,1011.3,
2019-04-16,18.8,11,25.3,,,142,9.8,,1007.3,
2019-04-17,21.8,12.2,28,,,140,9.9,,1001,
2019-04-18,16.2,12.3,23,,,47,18.5,,1012.8,
2019-04-19,14,9,19,5.8,,183,10.4,,1018.5,
2019-04-20,10.9,8,14,0.3,,106,6,,1012.6,
2019-04-21,15.1,8,21,,,121,9,,1014.6,
2019-04-22,19.1,9.3,25,,,153,9.3,,1010.8,
2019-04-23,21.3,15.2,25,,,164,8.4,,1007.7,
2019-04-24,9.3,6,20,20.6,,59,15.3,,1012.4,
2019-04-25,13.4,4.9,17,3.8,,346,10.5,,1016.5,
2019-04-26,14.9,9.1,20,0.3,,247,12,,1020,
2019-04-27,10.2,8,14,4.3,,167,10.8,,1020.8,
2019-04-28,13.2,7.6,15,,,163,9,,1017.7,
2019-04-29,15.9,11.9,21,,,202,5.7,,1011.5,
2019-04-30,18.4,12,25,,,327,16.2,,1010.5,
2019-05-01,21.4,8,30,,,284,12.2,,1013.4,
2019-05-02,22.7,8.7,31,,,243,12.2,,1012.2,
2019-05-03,23.1,11.8,29,,,207,9.2,,1013.7,
2019-05-04,22,14,28,,,175,9.6,,1012.4,
2019-05-05,15.9,14.5,23,,,19,19.7,,1021.1,
2019-05-06,18.7,5,26,,,293,11.6,,1022,
2019-05-07,21.9,8.1,29,,,258,11.9,,1013.9,
2019-05-08,18.9,10,27,,,180,9,,1007.4,
2019-05-09,21.8,10.6,31,,,241,8.4,,1006.7,
2019-05-10,22.7,14.2,30,,,167,9.5,,1006.9,
2019-05-11,22.8,15,28.1,,,128,9.8,,1009.9,
2019-05-12,15.2,11,20,3.8,,43,8.6,,1011.2,
2019-05-13,18.2,6.6,25,,,227,15.3,,1010.7,
2019-05-14,20.7,10.3,26,,,127,7.7,,1007.6,
2019-05-15,23,14,29,,,155,8.4,,1005.1,
2019-05-16,26.2,17.7,34,,,140,10.4,,1004,
2019-05-17,23.3,18.9,32,11.9,,130,11.9,,1004.7,
2019-05-18,19.8,18,23.2,14.5,,105,8.4,,1008.5,
2019-05-19,18.2,14,24,0.5,,293,23.7,,1008.7,
2019-05-20,19.6,14,27,0,,304,19.5,,1009.5,
2019-05-21,22.3,10.2,32,0,,287,12.9,,1005,
2019-05-22,25.1,12.3,35,,,350,7.4,,1001.9,
2019-05-23,27.4,16,37,,,121,7.8,,1002.8,
2019-05-24,26,18,34,,,158,9,,1003.2,
2019-05-25,28.6,19.4,34,1,,118,8,,1002.5,
2019-05-26,20.1,19,26,26.7,,40,10.8,,1003.8,
2019-05-27,22.7,16,30,26.4,,345,16.8,,1013.9,
2019-05-28,24.8,12.5,33,0,,242,12,,1011.9,
2019-05-29,26.8,16.3,31.3,,,105,9.2,,1008.2,
2019-05-30,24.3,20,30,,,6,13.2,,1006.1,
2019-05-31,25.3,14.2,31,,,268,14.6,,1008.8,
2019-06-01,23.5,18,30,,,163,8.7,,1003.3,
2019-06-02,24.8,18,32,2.5,,123,8.6,,998.7,
2019-06-03,25.2,19,32,,,99,10.1,,1000.9,
2019-06-04,22,18,27,0.3,,101,8.9,,1006.2,
2019-06-05,24.6,19.6,29,0.3,,71,8.1,,1008.5,
2019-06-06,21.3,20,24,0.3,,156,7.2,,1008.7,
2019-06-07,24.7,19,30,,,174,9.8,,1005.2,
2019-06-08,28,19,35,,,345,11.7,,1001.5,
2019-06-09,25.2,19,31,,,5,13.5,,1004,
2019-06-10,25.8,18,34,,,88,8.7,,1005.8,
2019-06-11,25.6,17,32.4,,,107,9.6,,1007.1,
2019-06-12,27.7,21.3,32,,,68,8.6,,1005.5,
2019-06-13,26.1,22.8,33,0.3,,334,8.7,,1004.5,
2019-06-14,28.3,20,36,,,55,9.3,,1003.5,
2019-06-15,26.1,18,32,,,109,8.9,,1006.3,
2019-06-16,19.5,18,22,5.1,,125,7.4,,1010.5,
2019-06-17,22.5,18.9,29,2,,157,6.9,,1008.4,
2019-06-18,26.6,20.1,33.6,0,,57,7.4,,1004.3,
2019-06-19,26.6,22,32,,,113,8.9,,1005.5,
2019-06-20,28.5,22,38,,,118,7.1,,1003.7,
2019-06-21,25.5,23,31,,,114,8.9,,1008.3,
2019-06-22,29.9,20.9,37,,,154,8.6,,1008.7,
2019-06-23,28.6,23,37,,,128,10.4,,1007.9,
2019-06-24,30.9,22.3,38,,,129,10.5,,1006.3,
2019-06-25,29.4,23,36,,,136,12.5,,1006.1,
2019-06-26,27.3,23.2,32.9,,,110,11.1,,1004.2,
2019-06-27,28.9,22.1,35,0.5,,118,7.2,,999.1,
2019-06-28,27.3,23.8,34,0,,271,11.9,,997.1,
2019-06-29,29.6,22.2,34,0,,323,16.2,,995.9,
2019-06-30,26.6,22,33,,,339,16.4,,1002.2,
2019-07-01,29.8,19.3,35,,,31,10.8,,1006,
2019-07-02,25,22,33,0,,82,7.8,,1006.1,
2019-07-03,30.6,21.5,38,0,,280,8.4,,1005.8,
2019-07-04,32.3,23.2,39,0.5,,157,9.8,,1000.9,
2019-07-05,23.4,20,30,13.7,,30,9.2,,996.4,
2019-07-06,22.9,19.8,29,4.6,,15,11.6,,1000.4,
2019-07-07,23.4,19,27,1.8,,40,9.5,,1008.5,
2019-07-08,26.9,19.2,32,,,85,7.8,,1009.3,
2019-07-09,23.8,23,27,0.3,,40,5,,1006,
2019-07-10,25.2,20,30,,,95,7.4,,1006.5,
2019-07-11,26.2,20,32,,,168,8.3,,1006.9,
2019-07-12,29.1,21.9,35,,,157,8,,1002.6,
2019-07-13,27.9,23,33,,,106,8.7,,1000.1,
2019-07-14,27.8,21.1,34,0,,91,9.5,,1001.9,
2019-07-15,29.1,23.4,34,,,118,7.7,,1004.6,
2019-07-16,27.3,24,33,2.8,,100,7.7,,1007.2,
2019-07-17,24.9,22.9,27.3,3.8,,46,5.1,,1007.6,
2019-07-18,28.1,23.4,33,3.3,,85,6.9,,1006.2,
2019-07-19,28.1,24.3,31.5,0,,123,7.4,,1004.8,
2019-07-20,26.9,25,28.2,0,,151,6.9,,1002.9,
2019-07-21,32.1,24.7,40,,,202,8.3,,1001.5,
2019-07-22,27.8,23.9,31.4,20.6,,116,5.7,,1001.2,
2019-07-23,30.6,23.8,35,0,,305,9.5,,997.7,
2019-07-24,31.4,26,36,0,,200,6.5,,999.6,
2019-07-25,29.4,25,37,0,,213,11,,999.8,
2019-07-26,30.6,24,35,0,,114,7.4,,1000.3,
2019-07-27,31.6,27,37,,,117,9.6,,1000.4,
2019-07-28,29.1,25.5,34,29.2,,127,9.3,,1001.6,
2019-07-29,24.9,23,29.2,12.7,,343,10.7,,1001.6,
2019-07-30,27.4,23.3,34,11.4,,219,7.5,,1000.6,
2019-07-31,30.6,23,37,0,,72,8.4,,1003.1,
2019-08-01,29.2,25,34,2.3,,127,8.3,,1006.8,
2019-08-02,24.6,22,28,2.3,,84,7.2,,1008.9,
2019-08-03,27.3,22,31,0.3,,156,6,,1009.1,
2019-08-04,26.1,24,29.4,10.9,,87,5.6,,1009.1,
2019-08-05,25.5,21,29.2,5.8,,84,7.2,,1007.3,
2019-08-06,27.3,23.9,32,15,,99,6.9,,1005.4,
2019-08-07,26.2,21.9,30.8,,,75,6.2,,1004.5,
2019-08-08,28.8,23.6,32,,,133,6.5,,1005.5,
2019-08-09,25.9,23,31,14.5,,141,11,,1004.3,
2019-08-10,25,23,28,1.8,,64,5.7,,1003.2,
2019-08-11,24.6,23.6,26,4.6,,33,8.1,,1001.5,
2019-08-12,25.2,22,28.3,2.5,,2,15.5,,998,
2019-08-13,26.9,21.2,31.5,,,5,11,,1001.1,
2019-08-14,25.8,22,33,,,356,7.5,,1002.3,
2019-08-15,26.6,20,33,,,353,8.9,,998,
2019-08-16,26.3,19,30,0,,322,18.8,,998.8,
2019-08-17,25,19.8,33,,,304,16.1,,1002.1,
2019-08-18,25.6,17.5,32,,,77,7.1,,1005.9,
2019-08-19,27.6,21.2,32,,,168,8.6,,1008,
2019-08-20,20.8,21,26,4.1,,100,7.2,,1007.7,
2019-08-21,25.8,18.3,31.1,3,,319,9.6,,1009.3,
2019-08-22,23.2,19,31,0,,311,8.9,,1009.9,
2019-08-23,24.6,16.3,31,,,14,7.1,,1011.5,
2019-08-24,25.9,19,33,,,147,8,,1011.5,
2019-08-25,25.6,17.9,32,,,182,9.5,,1011.6,
2019-08-26,22.8,20,27,,,185,5.7,,1009.3,
2019-08-27,27.9,18,34,,,309,11.3,,1007.1,
2019-08-28,26.1,17,32,,,307,18.2,,1006.6,
2019-08-29,25.3,17.5,31,,,347,11.9,,1009.4,
2019-08-30,25.5,19,32,,,353,11.4,,1011.6,
2019-08-31,25.7,16,32,,,180,7.7,,1013.3,
2019-09-01,24.7,17,33,,,190,7.5,,1014.4,
2019-09-02,25.6,17,34,,,209,8,,1015.3,
2019-09-03,25.8,17,34,,,156,6.5,,1013.8,
2019-09-04,24.3,19,31,,,120,6.6,,1011.4,
2019-09-05,25.3,18,33,,,204,6,,1007.8,
2019-09-06,26.2,18.9,34,,,154,5.9,,1007.2,
2019-09-07,27.6,19,36,,,32,8,,1002.9,
2019-09-08,29.3,20.9,37,,,81,6.9,,1004.3,
2019-09-09,24.2,20.1,32,44.7,,70,8.1,,1010,
2019-09-10,20.4,18.9,22,20.3,,356,11,,1018.1,
2019-09-11,21.6,18,25,0.5,,37,5.7,,1020.6,
2019-09-12,20.6,18,23,24.6,,151,6.6,,1015.6,
2019-09-13,21.4,17.8,27,1.3,,304,4.8,,1011.7,
2019-09-14,22.3,16,29,0,,8,7.4,,1015.5,
2019-09-15,21.4,15,28,,,260,5.1,,1013,
2019-09-16,22.1,15,27,,,104,10.5,,1016.6,
2019-09-17,21.8,16,28,,,195,7.9,,1017.2,
2019-09-18,18.4,14,26,,,106,9,,1024.9,
2019-09-19,18.9,13.5,25,,,171,7.5,,1020.5,
2019-09-20,21.1,14.7,29,,,50,6,,1016.7,
2019-09-21,21.6,15.8,28,,,86,6.2,,1021,
2019-09-22,21.1,16,28,,,116,5.3,,1021.9,
2019-09-23,23.9,16,33,,,299,8.1,,1018.6,
2019-09-24,23.3,14,32,,,56,8.6,,1019.6,
2019-09-25,21.9,14,30,,,156,6.9,,1021.1,
2019-09-26,21.8,15,30,,,114,5.6,,1021.4,
2019-09-27,20.2,15,28,,,113,6.5,,1020.7,
2019-09-28,21.2,14,29,,,160,5.9,,1016.6,
2019-09-29,22.2,15,30,,,70,5.1,,1014.8,
2019-09-30,22.2,16,30,,,117,5.9,,1013.4,
2019-10-01,22,15,30,,,138,6.9,,1014.6,
2019-10-02,21.6,16,29,,,123,5,,1012.9,
2019-10-03,22.8,16,30,10.9,,101,7.1,,1011.8,
2019-10-04,12.3,12,21,4.8,,53,11.3,,1022.1,
2019-10-05,12.5,6,20,1,,355,7.7,,1027.8,
2019-10-06,13.4,8,18,0,,169,6.5,,1024.2,
2019-10-07,16.2,8.8,24,,,219,8.6,,1018.7,
2019-10-08,13.4,9,22,,,129,11,,1023.7,
2019-10-09,16.4,7.7,22,,,170,6.5,,1016.3,
2019-10-10,14.4,12,19,,,157,6.3,,1014.5,
2019-10-11,15.8,11.4,19,,,110,5.1,,1020,
2019-10-12,14.9,14,17,,,91,3.9,,1023.1,
2019-10-13,7.3,6,15,1.8,,72,5.9,,1027.8,
2019-10-14,7.5,1,15,1.8,,348,7.4,,1037,
2019-10-15,9.8,3.3,17,0,,254,6.2,,1033.4,
2019-10-16,13,6.1,18,,,190,8.1,,1027.5,
2019-10-17,12.1,8.9,16,0.8,,185,6,,1025.3,
2019-10-18,11.4,6.9,18,0.3,,146,5.3,,1023,
2019-10-19,12.1,7.3,18,0,,82,3.6,,1020.6,
2019-10-20,14.7,8,23,,,340,9.8,,1019.2,
2019-10-21,11.1,5,20,,,36,6.6,,1020.4,
2019-10-22,11.9,5,19,,,62,4.5,,1017.8,
2019-10-23,13.6,8.2,21.8,,,40,4.7,,1017.6,
2019-10-24,10.6,9,14.5,4.8,,346,13.7,,1020.8,
2019-10-25,6.3,1,15,,,340,15.2,,1028.2,
2019-10-26,7.2,1,16.2,,,202,6,,1022.5,
2019-10-27,11.1,2.8,19,,,151,6,,1014.8,
2019-10-28,7.9,4,15,,,322,21,,1013.6,
2019-10-29,7.9,0.9,18.4,,,183,5.4,,1018.3,
2019-10-30,11.4,2.4,22,,,277,5.7,,1016.3,
2019-10-31,13.5,4,26,,,359,7.8,,1019.3,
2019-11-01,13,6.2,19,,,84,6.5,,1025.3,
2019-11-02,12.3,10.2,14.5,0.8,,11,8.6,,1021.9,
2019-11-03,8.1,5,14,0.3,,10,7.7,,1027.6,
2019-11-04,9.6,3.3,17,0,,213,5,,1025.7,
2019-11-05,11.8,4.4,17,,,121,9.2,,1023.3,
2019-11-06,8.9,7,14,,,89,4.5,,1019.2,
2019-11-07,7.6,2,13,,,77,8.9,,1026.4,
2019-11-08,6.8,-1,17,,,217,4.9,,1024.2,
2019-11-09,10.2,2.4,14,16.3,,45,4.8,,1019.5,
2019-11-10,10.8,6,16,1,,308,21.5,,1008.2,
2019-11-11,11.6,3.2,19,0,,271,6.3,,1014.9,
2019-11-12,12.3,6,16.3,,,65,5,,1016.1,
2019-11-13,2,-2,13.9,,,335,21.5,,1024.9,
2019-11-14,1.7,-3.2,7,,,76,5.3,,1019.3,
2019-11-15,6.4,-1.6,9,,,86,6.6,,1017.9,
2019-11-16,7.6,5.3,9,,,72,4.2,,1020,
2019-11-17,4.3,-0.6,12,,,342,17.1,,1021.1,
2019-11-18,-0.2,-3.7,4,,,282,18.9,,1029.2,
2019-11-19,0.6,-8,7,,,286,8.1,,1028.9,
2019-11-20,1.2,-6,8,,,78,4.5,,1028.5,
2019-11-21,2.5,-3,5.6,0,,46,5,,1026.1,
2019-11-22,7.2,0.3,9.7,0,,36,5,,1021.8,
2019-11-23,10.1,6,13,,,350,9.5,,1020.6,
2019-11-24,0.2,-1.1,10.4,,,333,27.2,,1035.3,
2019-11-25,-1.9,-8,3,,,150,8.3,,1038.7,
2019-11-26,1.1,-6.9,5,,,25,4.8,,1032,
2019-11-27,-2.2,-6,4,,,35,11.4,,1040.1,
2019-11-28,-3.2,-9,3,,,78,4.8,,1038.8,
2019-11-29,0,-8,2,3.3,,108,6.5,,1035.4,
2019-11-30,0.6,-1.3,5,,,271,11.6,,1029.6,
2019-12-01,0.4,-4,5,,,337,17,,1029.2,
2019-12-02,2.2,-4.9,5,,,247,16.2,,1027.9,
2019-12-03,3.6,-3.5,9.8,0,,273,14.8,,1025.2,
2019-12-04,2.8,-5,10.1,0,,307,12.4,,1030.2,
2019-12-05,-4.4,-7,10.1,0,,60,7.9,,1042.1,
2019-12-06,-3.2,-10,2,0,,182,5.6,,1036.1,
2019-12-07,-2.1,-7,5.1,0,,78,6.7,,1031.7,
2019-12-08,-3.1,-6,5.1,0,,150,5.6,,1024.8,
2019-12-09,-0.9,-5.4,6,0,,181,5.4,,1019.4,
2019-12-10,1.2,-5,10,0,,0,11.9,,1018.3,
2019-12-11,-1.4,-8,9.7,0,,340,17.4,,1026.2,
2019-12-12,-3.1,-8,4.5,0,,258,6.4,,1027.7,
2019-12-13,2.1,-7.1,10,0,,343,14.6,,1025.9,
2019-12-14,-0.8,-6,9.7,0,,83,7,,1032.6,
2019-12-15,1.1,-4.8,5.3,1.3,,80,4.4,,1027.5,
2019-12-16,0,-2,4,4.6,,24,4.9,,1020.7,
2019-12-17,-1.6,-2,4,0,,352,17.2,,1029.3,
2019-12-18,-3.2,-8,3.7,0,10,359,7.1,,1032.2,
2019-12-19,-3.9,-8,1.4,0,,342,15.3,,1031.3,
2019-12-20,-5.6,-11,1.4,0,,46,6.1,,1029.4,
2019-12-21,-2.9,-9,3.5,0,,64,5.4,,1025,
2019-12-22,-1.8,-8.1,4.7,0,,9,6.1,,1021.3,
2019-12-23,-0.9,-5.2,4.7,0,,62,8.1,,1029.1,
2019-12-24,-2.2,-2,0.7,0,,129,7.5,,1027.3,
2019-12-25,0.1,-7,6,0,,9,11,,1026.1,
2019-12-26,-1.8,-7,5.8,0,,298,10.3,,1026.6,
2019-12-27,-3.7,-10,4.8,0,,113,4.7,,1022.4,
2019-12-28,-2.8,-9,4.8,0,,39,5.3,,1020.4,
2019-12-29,-0.4,-8,5.6,0,,359,13,,1021.2,
2019-12-30,-8.9,-9,5.6,0,,323,27.6,,1040,
2019-12-31,-8.7,-15,-3,0,,273,6.7,,1038.9,
2020-01-01,-6.5,-11.9,0.6,0,,24,6.8,,1032.2,
2020-01-02,-2.7,-10.4,4.2,0,,320,6.9,,1031.4,
2020-01-03,-1.4,-8,7.7,0,,333,5.3,,1028.9,
2020-01-04,0.2,-6,10,0,,20,7.9,,1028.5,
2020-01-05,0,-6,9.6,4.8,,30,4.3,,1031.3,
2020-01-06,0.5,-3.7,3.5,0.3,71,4,6.5,,1026.1,
2020-01-07,0,-1,3.5,0,,357,14.4,,1026,
2020-01-08,-2,-6,5.8,0,30,344,11.2,,1029,
2020-01-09,-3,-7,5.8,0,,356,6.9,,1027.8,
2020-01-10,0.5,-6.3,6.6,0,,338,13.8,,1026.1,
2020-01-11,-2.7,-5,6.6,0,,4,11.3,,1027.5,
2020-01-12,-3.6,-7,2.4,0,,3,6.8,,1025,
2020-01-13,-3.3,-9,2.4,0,,338,16.4,,1026.8,
2020-01-14,-5.9,-8,1.1,0,,12,7.5,,1030.4,
2020-01-15,-3.2,-11,2,0,,314,5.7,,1030.7,
2020-01-16,-3.9,-7,2.3,0,,13,7.8,,1031.2,
2020-01-17,-3.2,-9,4,0,,315,5.5,,1027.6,
2020-01-18,-3.2,-9,3.2,0,,224,7.4,,1023.5,
2020-01-19,1.7,-9,6,0,,275,9.9,,1021.9,
2020-01-20,-1.8,-5,6.2,0,,312,11.4,,1026.8,
2020-01-21,-2.3,-10,6.2,0,,112,4.9,,1025.7,
2020-01-22,-2.3,-8,6.1,0,,359,6.4,,1023.6,
2020-01-23,0.1,-8,9,0,,40,8.2,,1028.7,
2020-01-24,-2.7,-7,8.7,0,,134,8,,1037.7,
2020-01-25,-2.4,-9,5,0,,333,4.8,,1033.9,
2020-01-26,-2,-9,5,0,,64,4.2,,1032.8,
2020-01-27,-0.1,-5.5,6,0,,302,4.5,,1025.7,
2020-01-28,0.6,-4.2,7,0,,59,3.7,,1024.7,
2020-01-29,-0.3,-3.3,8,0,,21,6.3,,1025.9,
2020-01-30,-1.1,-9,8.4,0,,161,5.9,,1025.5,
2020-01-31,2.3,-9,10,0,,27,6.7,,1023.3,
2020-02-01,1.6,-5.5,8.9,1,,46,10.5,,1029.2,
2020-02-02,-2.8,-3,4.8,0.3,,101,11.3,,1028.8,
2020-02-03,-2.6,-11,3.6,0,,126,8.8,,1028.3,
2020-02-04,-4.1,-8,3.6,0,,32,11.8,,1030,
2020-02-05,-6,-8.8,2.7,2.8,,82,8.4,,1036.9,
2020-02-06,-6.1,-8.2,-3.6,1.3,51,84,6.1,,1035.2,
2020-02-07,-4.4,-10,1.4,0,30,330,5.8,,1030.7,
2020-02-08,-0.6,-9,7.5,0,10,55,6.1,,1031.5,
2020-02-09,-0.5,-8,9,0,,150,4.3,,1024.2,
