date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-05-10,22.8,11.6,28,0,,,10.2,,,
2016-05-11,22.3,18,27,5.1,,,11.6,,1000.7,
2016-05-12,14,11.8,21.2,2.5,,,18.6,,1010.9,
2016-05-13,19.1,7.8,25,1.8,,,11.7,,1020.1,
2016-05-14,12.7,12,19,5.6,,182,8.4,,,
2016-05-15,16.4,11,25,5.3,,,11.3,,1012.8,
2016-05-16,23,11,32,0,,,,,1007.6,
2016-05-17,25,14.4,32,,,,,,1008.7,
2016-05-18,24,16,30,,,182,12.2,,1012.2,
2016-05-19,23.2,17,30,,,,10.8,,1013.8,
2016-05-20,22,15,29,,,,8.3,,1015.7,
2016-05-21,22.3,15,29,,,,7.2,,1018.6,
2016-05-22,24.3,17,30,,,,7.8,,1016.8,
2016-05-23,18,15.2,25,0.3,,,11.3,,1009.5,
2016-05-24,22.8,11.9,29,0.3,,,15.3,,,
2016-05-25,21.7,15,28,,,,12.2,,1006.1,
2016-05-26,24.6,14,31,,,,13.8,,1009,
2016-05-27,23.1,14,30,,,,12.3,,1009.2,
2016-05-28,24.5,15.5,31,,,,10.4,,1005.4,
2016-05-29,24.2,17,30.5,,,,11.3,,,
2016-05-30,27.5,18,34,,,,7.7,,1002.7,
2016-05-31,22.8,21.8,26.1,,,,9.5,,1009.1,
2016-06-01,23.8,17.9,30,0,,,7.4,,,
2016-06-02,25.6,16.2,32,,,,,,1008.9,
2016-06-03,24.9,18.8,29,,,,7.5,,1005.9,
2016-06-04,25.2,21,31,,,,9,,1006.2,
2016-06-05,24,18,30,,,,8.6,,1009.6,
2016-06-06,23.9,18,30.1,13.2,,,7.7,,1009.5,
2016-06-07,22,17.9,27,0.5,,,9.2,,1011.2,
2016-06-08,25,17.5,31,0,,,8.6,,1007.8,
2016-06-09,26.2,19.9,34,10.9,,,14,,1005.1,
2016-06-10,25.2,20,31.1,2.5,,,11.9,,1003.2,
2016-06-11,25.6,19.2,31,,,,11.7,,1007.2,
2016-06-12,25.1,19.8,30.8,,,,8.3,,1006.1,
2016-06-13,19.5,19,24.2,13.5,,,8.3,,,
2016-06-14,18.9,17.7,21,2,,,9.5,,999.7,
2016-06-15,23.6,15.7,30,,,,7.4,,1001.8,
2016-06-16,27.2,18.1,35,0,,,8.6,,997.5,
2016-06-17,24.5,20,31.5,,,,8.6,,998.1,
2016-06-18,26.7,18,32,0,,,9,,1004.3,
2016-06-19,29.3,21.3,36,1.3,,,9,,1004.3,
2016-06-20,27.1,24,33,0.5,,,8.6,,1002,
2016-06-21,27.2,22,35,,,,8.3,,1001.4,
2016-06-22,27.7,22.7,33,,,,8.3,,1001.7,
2016-06-23,24.4,20,30.4,,,,7.7,,1003,
2016-06-24,26.6,17,33.7,,,,9.8,,1005.6,
2016-06-25,29.3,17,36.9,0,,1,10.8,,1006.4,
2016-06-26,30.3,22.6,37,,,,10.7,,1004.8,
2016-06-27,23.8,21,29,23.9,,,9.5,,1003.2,
2016-06-28,21.1,18.2,22.3,2.8,,,6.9,,1005.4,
2016-06-29,24.1,20.2,29,2.3,,,6.2,,1004.2,
2016-06-30,26.9,20,33,1.8,,,8.1,,1003.1,
2016-07-01,26.8,21,32,0,,,9.8,,,
2016-07-02,27.7,20.9,34,,,,9,,1004.6,
2016-07-03,27.9,23.5,32,1,,,7.7,,1005.9,
2016-07-04,27.2,23.7,32,,,,8.6,,1007.5,
2016-07-05,27.4,22,33,,,,7.8,,1010.3,
2016-07-06,28.7,22.2,34,,,,8.7,,1011.3,
2016-07-07,28.6,23.3,33,,,,9.5,,1010.5,
2016-07-08,28.4,23.8,33,,,,9.2,,1007.8,
2016-07-09,30.4,25,36,,,,8.6,,1004.3,
2016-07-10,31.7,25.5,37,,,,,,1002.1,
2016-07-11,32,26.3,36,,,181,12.8,,999.3,
2016-07-12,25.3,24,31,0.5,,16,11.1,,1000.2,
2016-07-13,31.2,22.9,37,,,,8.6,,,
2016-07-14,26.5,22.5,33,8.9,,,8.7,,,
2016-07-15,21.7,20.4,23.5,0,,,8.7,,1004,
2016-07-16,23.9,21.3,27,0,,,7.7,,1003.2,
2016-07-17,26.5,22,30.5,,,,5.7,,1006.5,
2016-07-18,25.8,23.8,30,2.5,,,6.3,,1007.2,
2016-07-19,23.9,23.5,25,33.8,,,7.2,,1007.1,
2016-07-20,22.1,21.3,24,262.6,,,16.1,,,
2016-07-21,24.4,22,27,14.7,,,6.8,,,
2016-07-22,28,23.5,31,,,,5.7,,1000.6,
2016-07-23,27.7,23,33.5,,,,8,,1001,
2016-07-24,29.1,24,34,12.2,,,7.5,,1004,
2016-07-25,27.5,24,32,0.5,,,7.1,,1002,
2016-07-26,28.6,22.6,34,0,,,8.1,,1003.4,
2016-07-27,27.9,23,35,7.4,,,8,,1001.5,
2016-07-28,28.8,22.5,33,,,,6.3,,1001.3,
2016-07-29,29.1,25,33.2,,,,6.2,,1004.5,
2016-07-30,26.2,24.6,31,0,,,7.2,,1007.8,
2016-07-31,26,22,28.2,,,,6.5,,1008.6,
2016-08-01,28.1,25,32,0,,,6.5,,,
2016-08-02,29.2,24,34,,,,7.7,,1009.2,
2016-08-03,30.4,25.1,36,,,,6,,1009.3,
2016-08-04,29.4,26,34,,,,7.8,,1009.4,
2016-08-05,28.9,25,33,,,,7.7,,,
2016-08-06,28.6,26,33,,,,7.7,,1005.5,
2016-08-07,26.9,24,32,2.8,,,9,,1007.7,
2016-08-08,27.2,23,33,,,,8.6,,1009.4,
2016-08-09,28.6,21.8,32,,,,7.4,,1007.9,
2016-08-10,30.3,25.8,34,,,,,,1006.4,
2016-08-11,31.2,26.9,35,,,,9.3,,1005.9,
2016-08-12,26.9,25,33,50.3,,100,9.2,,,
2016-08-13,26.6,24,31.5,0,,,,,,
2016-08-14,29.1,21,34,3.8,,,8.4,,1005.9,
2016-08-15,23.6,22,28,1.8,,,8.7,,1007.8,
2016-08-16,27.2,19.6,32,0,,,8.4,,1005,
2016-08-17,25.2,23.7,27.6,0,,,5,,,
2016-08-18,23.2,22.8,24.8,17.8,,,7.2,,1001.5,
2016-08-19,27.5,23,33,15.7,,,11.6,,,
2016-08-20,26.8,22,32,0,,,5.6,,,
2016-08-21,28.6,23.5,34,,,,7.1,,1009.3,
2016-08-22,28.7,24,33,,,,8.1,,1010.9,
2016-08-23,26.4,24,30,0.3,,,6.6,,,
2016-08-24,28.2,24.7,31,,,,6.6,,,
2016-08-25,22.8,20,30,0,,,14.3,,,
2016-08-26,23.6,16,30,,,,8.4,,1015.9,
2016-08-27,24.4,16,33,,,,10.2,,1012.3,
2016-08-28,25.2,16,33,0,,,9,,1011.6,
2016-08-29,24.8,17,31,,,,8.6,,1011.6,
2016-08-30,24.7,18,32,,,,6.6,,1005.2,
2016-08-31,29.3,18.1,35,,,339,17.1,,996.5,
2016-09-01,22.7,20,27,,,,11.7,,,
2016-09-02,23.8,20,28.4,,,,7.7,,1002.7,
2016-09-03,25.8,19.2,31,,,,7.2,,,
2016-09-04,23.8,22,30,0,,,8.7,,1009.4,
2016-09-05,24.6,18,32,,,,9.2,,,
2016-09-06,26.6,18,32,0.3,,332,9.3,,1008,
2016-09-07,22.8,19,30,10.4,,,8,,1006.1,
2016-09-08,24.6,16,32,,,,,,1006.3,
2016-09-09,24.2,17,32,,,,7.8,,1008.2,
2016-09-10,24.3,17,31,3.6,,,8.9,,1009.8,
2016-09-11,20.9,16,25,,,,8.6,,1013.9,
2016-09-12,22.8,17,27,,,,6.2,,1017.1,
2016-09-13,22.3,18,27.2,,,,5.9,,1017.6,
2016-09-14,22.9,18,30,,,,8,,1015.9,
2016-09-15,24.7,18,30,0,,,6,,1013.9,
2016-09-16,23.7,20,30,,,,6.2,,1012.4,
2016-09-17,20.4,18,23,10.2,,,6.6,,1017.9,
2016-09-18,17.2,16,23,,,,7.2,,1020.2,
2016-09-19,18.7,12,26,0,,,9.3,,1021.4,
2016-09-20,19.4,13.3,27,,,,7.7,,1020,
2016-09-21,18.1,15,23.4,0,,,4.8,,1019,
2016-09-22,20,15.4,24.6,4.8,,,5.7,,1014.8,
2016-09-23,21.2,16,26,3.6,,,6.3,,1011.7,
2016-09-24,22.6,17.8,27,3.8,,,6.6,,1009.9,
2016-09-25,22.3,19,26.5,21.1,,,7.2,,1013.8,
2016-09-26,19.1,18,22,5.1,,,6.5,,1013.7,
2016-09-27,15.6,13,22,1.5,,,19.5,,1021.3,
2016-09-28,12.9,9,21,0,,,7.7,,1025.6,
2016-09-29,15.4,8.4,22,,,,,,,
2016-09-30,17.8,12.1,24,,,,6,,1015.1,
2016-10-01,18.2,13,24.1,,,,6.6,,,
2016-10-02,20.5,14.5,25,,,,5,,1012.3,
2016-10-03,22,17,28,0,,,6.8,,1011.1,
2016-10-04,15,14,20,6.4,,,10.8,,1015.1,
2016-10-05,16.1,13,21,,,,6.8,,1018.8,
2016-10-06,14.7,12,18.1,24.1,,,8.1,,1025,
2016-10-07,12.8,12,14.9,13.5,,,8,,1019.1,
2016-10-08,9.8,6,18,7.6,,,17.3,,1022.3,
2016-10-09,9.8,4,18,0,,,6,,1022.8,
2016-10-10,11.8,6.1,18,,,,5.1,,1018,
2016-10-11,14.3,8.4,19,,,,9,,1021.9,
2016-10-12,13.8,12,18.1,0,,,4.7,,1023.9,
2016-10-13,15.6,10,21,,,,4.7,,1019.3,
2016-10-14,14.3,12,21.4,,,,4.7,,1020.7,
2016-10-15,15,10.8,17,0.3,,,3.9,,1022.2,
2016-10-16,14.3,13,19.5,,,,6.5,,1018.2,
2016-10-17,16.5,10.3,22,,,,7.5,,1020.6,
2016-10-18,16,13.7,17.9,,,,4.8,,1019.7,
2016-10-19,16.4,14,20,,,,4.1,,1016.6,
2016-10-20,12.5,10,17,4.3,,,10.1,,1021.9,
2016-10-21,11.1,9.9,12,7.1,,,6.5,,1019.2,
2016-10-22,10.3,8,15,,,,10.8,,1023.1,
2016-10-23,10,5,15.4,,,,5,,1022.8,
2016-10-24,8.7,5,11.7,0,,,4.5,,1017.1,
2016-10-25,11.7,5.5,18,,,,6.5,,1014.8,
2016-10-26,12.1,9,17,,,,10.8,,1024.2,
2016-10-27,8.2,7.4,10,14.5,,,7.1,,1026.9,
2016-10-28,6.6,4,13,,,,14.1,,1030,
2016-10-29,5.9,0.3,12.3,,,,8.9,,,
2016-10-30,5.7,1,12,,,,12.9,,1026.7,
2016-10-31,2.1,-3,6.1,,,,17.1,,,
2016-11-01,1.6,-4,8,,,,6.2,,,
2016-11-02,4.7,-3,13,,,,7.2,,,
2016-11-03,4.7,-2,12,,,,5.3,,,
2016-11-04,6.4,0,11,,,,5,,,
2016-11-05,8.6,5,13.2,,,,8.4,,1015.1,
2016-11-06,7.1,4,10,,,,7.1,,1027.1,
2016-11-07,6.6,4,13,0.5,,343,17.6,,1029.9,
2016-11-08,3.9,-3,11.3,0,,,5.7,,,
2016-11-09,4.7,-2,7,,,,5.1,,,
2016-11-10,5.1,2.5,11,0.5,,,8.1,,,
2016-11-11,4.2,-1,10,,,,5.7,,,
2016-11-12,8.2,0.6,13,,,,7.5,,,
2016-11-13,7.4,6.8,9.3,,,,4.1,,1017.5,
2016-11-14,7.3,4,14,,,3,14.9,,1022.3,
2016-11-15,4.4,-1.5,10.4,,,,,,1025.9,
2016-11-16,5.3,0,12,,,,6.2,,,
2016-11-17,6.1,3.7,7,,,,5,,1023.3,
2016-11-18,6.5,6,8,0.3,,,4.2,,1014.9,
2016-11-19,8.7,4,15.6,,,,9.6,,1018.3,
2016-11-20,1.5,1,6.2,5.6,,78,12.2,,1025.4,
2016-11-21,-2.9,-4,1,1.3,,9,24.3,,,
2016-11-22,-3.4,-7,0,0.5,,328,22.5,,1039.3,
2016-11-23,-1.8,,,0,,,,,,
2016-11-24,-1.9,-8,4.1,,,,6.3,,1029.4,
2016-11-25,0,-7,5,,,,5.3,,,
2016-11-26,1.7,-4,9,,,,6.9,,1020.6,
2016-11-27,0.8,-4,8,,,,12.5,,,
2016-11-28,0.2,-7,8.3,,,,4.7,,,
2016-11-29,1.8,-5,4.1,,,,6.5,,1033.6,
2016-11-30,4.4,-4,11,,,,9.3,,,
2016-12-01,1.7,-3,10,,,,7.7,,,
2016-12-02,1.3,-6,10,,,,4.8,,,
2016-12-03,1.1,-5,7.7,,,,4.4,,,
2016-12-04,2,-3,10,,,,6.8,,,
2016-12-05,-0.5,-5,6.4,,,,14.6,,,
2016-12-06,-0.7,-9,5.9,,,,4.2,,1023,
2016-12-07,2.1,-5,8.3,,,,6.6,,,
2016-12-08,2.6,-4,9,,,,16.8,,,
2016-12-09,-0.7,-4,5,,,,8.1,,,
2016-12-10,-1.9,-8,6,,,,6.6,,1029.5,
2016-12-11,0.6,-5,3.8,,,,5.4,,,
2016-12-12,1.9,-1,7,,,,6.5,,,
2016-12-13,-0.2,-3,5,,,,10.8,,,
2016-12-14,-1.9,-6,3,,,,9.8,,,
2016-12-15,-1.3,-8,5,,,,14.6,,,
2016-12-16,-0.8,-9,7,,,,4.1,,,
2016-12-17,-1.1,-6,5,,,,4.7,,,
2016-12-18,-0.8,-7,7.1,,,,6.2,,,
2016-12-19,-0.3,-6,9,,,,5.4,,,
2016-12-20,-2.1,-5,0,,,,5.6,,,
2016-12-21,0.8,-3,3.8,,,,5,,,
2016-12-22,0.4,-2,5.3,,,,18.2,,,
2016-12-23,-2.3,-5,4,,,,9.2,,,
2016-12-24,-3.1,-8,4,,,,5.3,,1030.6,
2016-12-25,-0.6,-7,1.1,,,,4.8,,,
2016-12-26,-1.6,-5,4,,,,8.4,,,
2016-12-27,-1.6,-7,2.7,,,,9.5,,,
2016-12-28,-2.2,-6,2,,,,14.3,,1032.9,
2016-12-29,-3.9,-9,2,,,,9.9,,,
2016-12-30,-5.2,-11,1.2,,,,4.7,,,
2016-12-31,-3.3,-9,3,,,,5.3,,1027.2,
2017-01-01,-4.4,-6,0,0,,,4.8,,,
2017-01-02,-1.2,-8,8,0,,,7.5,,1025.6,
2017-01-03,-1.7,-8,9,,,,5.1,,,
2017-01-04,-0.1,-9,5,0,,,5.6,,,
2017-01-05,-0.9,-3,3.6,,,,6.9,,,
2017-01-06,0.4,-4.6,5.3,,,,3.3,,,
2017-01-07,0.9,-1,3.7,0.3,,,4.8,,,
2017-01-08,2.7,-0.8,7,,,304,18.8,,,
2017-01-09,0.3,-3,4,,,295,17.1,,,
2017-01-10,-2.4,-6,4.3,,,317,15.8,,,
2017-01-11,-0.8,-9,7,,,,8,,1025.1,
2017-01-12,1.7,-7,6,,,,10.7,,,
2017-01-13,-1.7,-3.1,3,,,342,24.3,,,
2017-01-14,-2.1,-9,3,,,,9.5,,,
2017-01-15,-3,-5.1,-1,,,,6.9,,1033.4,
2017-01-16,-1.6,-4.4,-0.1,,,,4.8,,1031.8,
2017-01-17,-2.6,-6,3,,,,5.6,,1030.8,
2017-01-18,-2.3,-5.8,2,,,,,,1033.1,
2017-01-19,-5.8,-7,-0.8,0,,,,,1030.9,
2017-01-20,-6.2,-12,0,,,,10.1,,,
2017-01-21,-5.1,-12,0,,,,18.2,,,
2017-01-22,-6.6,-12,0,,,,8.6,,,
2017-01-23,-6.8,-12,0,,,,6.8,,,
2017-01-24,-3.4,-13,3,,,,5.1,,1036.7,
2017-01-25,-2.9,-9,3,,,,5,,1031.7,
2017-01-26,0.4,-6,9,,,,16.5,,1024.4,
2017-01-27,-1.9,-7,4,,,,,,,
2017-01-28,-1.6,-7,2,,,,4.5,,1021.6,
2017-01-29,-4.4,-5,0.6,,,352,23.1,,,
2017-01-30,-2.3,-13,1,,,,11.4,,,
2017-01-31,-1.5,-7,6,,,,7.2,,,
2017-02-01,-3.1,-7,4,,,,10.4,,,
2017-02-02,-2.3,-10,5,,,,6.9,,1030.4,
2017-02-03,0.2,-8,6,,,,4.7,,,
2017-02-04,3.3,-4,9,,,,6.8,,,
2017-02-05,3.8,-4,8.7,,,339,15.5,,1022.5,
2017-02-06,0.4,-2,4,,,,11.7,,,
2017-02-07,-1.9,-4,2.4,,,,5.3,,,
2017-02-08,-0.8,-6,5,0,,347,20,,1031,
2017-02-09,-0.9,-4,3,,,325,29.3,,1028.7,
2017-02-10,0.6,-4,5,,,325,23.4,,,
2017-02-11,0.2,-7,9,,,,8.4,,1028.2,
2017-02-12,0.9,-8,10,,,,5.9,,,
2017-02-13,3.4,-7,12,,,,7.4,,,
2017-02-14,-1.1,-7,5,,,,5.3,,,
2017-02-15,2.5,-3.4,8,,,,6.2,,,
2017-02-16,3.7,0,9,,,,17.9,,,
2017-02-17,1,-5,6,,,303,17,,,
2017-02-18,3.5,-7,10,,,,7.2,,1021.9,
2017-02-19,5,-3,14,,,,16.2,,1010.8,
2017-02-20,-0.8,-4,4.5,,,,13.1,,,
2017-02-21,-2.3,-6,1.1,5.3,,,8,,,
2017-02-22,1.5,-5,7,,,,14.7,,,
2017-02-23,3.3,-4,8,,,,13.4,,,
2017-02-24,6.3,-4.2,12,,,,12.3,,,
2017-02-25,5.4,2,14,,,324,12.2,,,
2017-02-26,5.6,-3,13,,,,7.4,,1024.4,
2017-02-27,8.3,-0.8,16,,,,7.1,,,
2017-02-28,10.1,4,16,,,340,11.9,,1018.9,
2017-03-01,3.2,1.6,8.8,,,351,23.7,,,
2017-03-02,5.9,-4,14.6,,,,9.5,,,
2017-03-03,5.9,-3,14.4,,,,10.2,,,
2017-03-04,6.9,-1.8,12,,,,5.4,,1017.5,
2017-03-05,3.7,1.8,10.6,,,20,17.1,,1023.1,
2017-03-06,3.1,-4,8.3,,,,12.6,,,
2017-03-07,4.4,-3,9,,,,19.8,,1023.9,
2017-03-08,9,-2.2,14,,,318,21.6,,1017.7,
2017-03-09,9.4,-0.3,17.1,,,,16.1,,1014.1,
2017-03-10,11.8,0.1,19,,,,7.1,,,
2017-03-11,12.8,5,20,,,,11.3,,1017.9,
2017-03-12,6.8,5,13,,,,15.6,,1026.6,
2017-03-13,8.6,-1,15,,,,9,,1026.9,
2017-03-14,9.1,-2,17,,,,9,,1025.8,
2017-03-15,7.6,-1,14.6,,,,8.1,,,
2017-03-16,10.6,2,16,,,,7.5,,,
2017-03-17,9.1,6,15,,,,8.1,,1019.1,
2017-03-18,12,4,19,,,,8.7,,1023.6,
2017-03-19,12.4,5.6,18,,,,7.7,,1024.2,
2017-03-20,7.2,6,12.6,0.3,,,8.4,,1022.6,
2017-03-21,8.8,1,14,,,,9.3,,1024.5,
2017-03-22,10.2,3.7,14,1.5,,,6,,1019.8,
2017-03-23,5.9,5.9,10,7.1,,,8.3,,1024.4,
2017-03-24,3.3,1,6,3.8,,,6.5,,1023.2,
2017-03-25,9.7,0.7,14,2.3,,,9.5,,1020.9,
2017-03-26,9.5,7,13.5,0,,,15.9,,1020.7,
2017-03-27,10.4,4,15,,,331,11.1,,,
2017-03-28,10.4,3,17,,,,10.2,,1020.4,
2017-03-29,12.9,5.2,19,,,,8.1,,,
2017-03-30,11.7,8,16,,,,8.4,,,
2017-03-31,12.3,3,17,,,,10.7,,1024.3,
2017-04-01,13.7,3,22,,,,9.9,,,
2017-04-02,14.3,4,24,,,,6.3,,,
2017-04-03,17.6,7.7,25,,,,9,,,
2017-04-04,16.6,10,19.3,,,,9,,,
2017-04-05,14.2,12,20,0,,,11.3,,,
2017-04-06,18.1,9.2,26,,,,8.1,,,
2017-04-07,14.1,12,17,,,,7.5,,1014,
2017-04-08,13.3,10.7,18,,,,9.5,,1017.5,
2017-04-09,14.1,6,19,0,,,8.7,,1020.5,
2017-04-10,15.3,8,20,,,,8.4,,1011.3,
2017-04-11,13.5,8.8,22,,,,16.1,,1014.8,
2017-04-12,14.9,2,26,,,,9,,1013.2,
2017-04-13,13.7,5.7,20,,,,7.2,,1010,
2017-04-14,18.2,7,28,,,,8.1,,1004,
2017-04-15,23.1,10.3,31,,,,9.9,,1007.4,
2017-04-16,17.6,11,24,,,,8.4,,1008.7,
2017-04-17,20.6,10.8,25.3,,,,11.9,,1000.5,
2017-04-18,16,10,24,,,346,27.8,,1003.5,
2017-04-19,10.2,7,16.1,,,,7.1,,1008.2,
2017-04-20,15.9,5.6,23.1,0,,,8.1,,1009.8,
2017-04-21,16.7,7,22.3,,,,12,,1014.7,
2017-04-22,20.4,9.5,27,,,,14.9,,1008.5,
2017-04-23,16.8,13,25,,,90,14.9,,1008.5,
2017-04-24,17.3,9,23,,,,16.1,,1012.3,
2017-04-25,13.5,11,20.1,,,,11.6,,1021.2,
2017-04-26,18.9,6,24,,,,12.8,,1021.7,
2017-04-27,23.4,7.2,30,,,298,18.8,,1013.5,
2017-04-28,25.3,12.9,32,,,,11.3,,1005.5,
2017-04-29,25.6,13,35,,,,13.7,,1002.4,
2017-04-30,21,13,29,,,,11.9,,1008.1,
2017-05-01,19.9,10,27,,,,7.4,,1015.8,
2017-05-02,22.9,13.5,28,,,,8.4,,1015.1,
2017-05-03,20.5,16,26,0.3,,171,10.8,,1014.7,
2017-05-04,21.3,15.9,25,,,298,13.8,,1014.6,
2017-05-05,15.8,14.4,21,,,267,21.5,,1013.9,
2017-05-06,20.7,8,30,,,,13.8,,1012.6,
2017-05-07,23.9,10,31,,,,11.9,,1012.3,
2017-05-08,23.6,14.7,30,,,,6.3,,1007,
2017-05-09,21,16.8,28,,,175,14.7,,1007,
2017-05-10,23.6,13,33,,,,10.5,,1005.7,
2017-05-11,21.3,13.3,31,,,,20,,1006.6,
2017-05-12,22.4,10,29,,,236,14.6,,1004.5,
2017-05-13,23.4,14.3,29,,,324,20.7,,1007.3,
2017-05-14,21.9,17.7,27.1,,,,10.7,,1013.5,
2017-05-15,22.4,12,28,,,,8.6,,1013.9,
2017-05-16,25.1,15,32,,,,10.7,,1006.6,
2017-05-17,25.3,17.7,32,,,,8.1,,1004.5,
2017-05-18,28.8,19.7,35,,,,9,,1006.4,
2017-05-19,29,22.8,37,,,,10.1,,1006.3,
2017-05-20,28,21,35,0.8,,,10.7,,1008.9,
2017-05-21,23.8,19.9,29,,,,12,,1010.1,
2017-05-22,15.9,16,21,29.2,,,,,1012.5,
2017-05-23,22.6,13,31,,,,9.3,,1013.8,
2017-05-24,26.6,13.6,34,,,,14.9,,,
2017-05-25,22.9,17,29,,,141,14,,1010.8,
2017-05-26,22.7,14.7,29,,,,8.4,,1009.6,
2017-05-27,24.7,18,30.5,,,,9,,1005,
2017-05-28,29.4,20.3,37,,,,10.4,,1005,
2017-05-29,21.1,19,27,,,,10.1,,1011.2,
2017-05-30,21.4,18,28,1,,,7.7,,1006.8,
2017-05-31,25.4,16,34,0,,,11,,999.3,
2017-06-01,25.4,16.2,31,0,,,10.5,,1003.7,
2017-06-02,17.5,16.4,22,0,,114,13.1,,1007.1,
2017-06-03,22.1,12.6,28,,,,8,,1011.6,
2017-06-04,25.2,15.4,32,,,,8.4,,1009.8,
2017-06-05,24.2,18,29.1,2.8,,,7.8,,1011.5,
2017-06-06,16.9,16,22,0.5,,,7.8,,1010.6,
2017-06-07,23.7,14.7,32,0.5,,,8.9,,1007.6,
2017-06-08,25.2,16,35,0.3,,,8.6,,1005.4,
2017-06-09,28.1,16,38,,,,13.1,,1002,
2017-06-10,23.4,18,30,,,,10.4,,1008.5,
2017-06-11,23.9,15.6,29.8,0.5,,,8.7,,1009.7,
2017-06-12,22.9,18,26.8,,,,10.7,,1012.6,
2017-06-13,21.9,16.3,27,10.7,,,8,,1014.7,
2017-06-14,28.6,16.1,37,,,,10.4,,1010.5,
2017-06-15,31.2,19,39,,,,,,1005.6,
2017-06-16,31.7,23.5,39,,,,13.5,,1004.2,
2017-06-17,30.7,23.8,35,,,190,13.5,,1002.9,
2017-06-18,26.8,23,35,0.5,,175,12.5,,1002.3,
2017-06-19,28.3,20,36,,,,10.5,,,
2017-06-20,28.4,21,34,,,,9.9,,1002.3,
2017-06-21,25.7,22.5,32,1,,,11,,1004.1,
2017-06-22,20.2,19,24,63.5,,,7.2,,1007.1,
2017-06-23,19.4,18.4,21.4,39.9,,,9.8,,1005.2,
2017-06-24,22.4,18.7,27,26.4,,,10.7,,1004.4,
2017-06-25,24.6,17.9,31.2,0,,,6.2,,1004.1,
2017-06-26,28.6,19.8,34,,,,8.6,,1005.6,
2017-06-27,28.3,22.9,35,,,,8.7,,1005.5,
2017-06-28,28.7,23,34.3,,,,6.8,,1005.7,
2017-06-29,29.1,24.6,34,0,,,9.2,,1005.4,
2017-06-30,29.8,24.2,35,0,,,,,1003,
2017-07-01,29.9,26.6,35.5,,,,8.6,,1001.1,
2017-07-02,28.5,25,33.7,,,,9.5,,1002,
2017-07-03,27.6,24,31.8,2.5,,,7.2,,1004,
2017-07-04,25.5,22,29,36.1,,,6,,1006.1,
2017-07-05,28.1,24.5,31.6,0,,,8.1,,1006.8,
2017-07-06,23.4,21.6,27,38.4,,,8.4,,1004,
2017-07-07,25.9,21.3,33.3,3.3,,,11.7,,997.1,
2017-07-08,27.9,20.6,32,,,,8.1,,997.6,
2017-07-09,29.7,25,37,,,,8.6,,997.5,
2017-07-10,29.5,22,38,,,,10.1,,997.5,
2017-07-11,29.3,24,34.7,,,,6.3,,1000.4,
2017-07-12,31.7,24.8,35.2,,,,7.8,,1001.1,
2017-07-13,30.1,28.5,35.3,,,,10.2,,999.1,
2017-07-14,27.8,23,33.9,0.5,,,8.9,,1001.6,
2017-07-15,27.1,25,32,0.5,,,9.2,,1006.5,
2017-07-16,29.3,25,34,0.5,,,6.2,,1008.1,
2017-07-17,28.7,26,32.9,0,,,6.8,,,
2017-07-18,27.7,26.7,32.1,0.5,,,8.3,,1005.6,
2017-07-19,29.1,26,32.4,0,,,6.9,,1001.8,
2017-07-20,28.7,26,34,11.2,,,6.3,,1000.2,
2017-07-21,22.7,21.2,27,2.8,,,9.2,,1007.2,
2017-07-22,25.1,21.4,27.6,,,,5.9,,1009.4,
2017-07-23,25.7,24,28,,,,4.7,,1005.5,
2017-07-24,26.1,24,29.6,0,,,6,,1004.7,
2017-07-25,26.6,24,30,,,,8.3,,1008.2,
2017-07-26,21.5,20,25.2,1.8,,,8.1,,1006.5,
2017-07-27,25.3,21.2,30,1.5,,,6.2,,1006.9,
2017-07-28,25.9,23,31,0,,,6.2,,1011.8,
2017-07-29,24.6,21,30,,,,9.5,,1008.6,
2017-07-30,26,19.5,31,,,,8.4,,1004.9,
2017-07-31,27.5,22.1,32,,,,6.6,,1006.2,
2017-08-01,28.2,25,32.2,,,,8.3,,1006.9,
2017-08-02,27,24,30.9,66.8,,,7.5,,1002.6,
2017-08-03,30.6,24.4,36,,,,12.5,,995.6,
2017-08-04,30.4,25,38,,,,9.3,,1000.1,
2017-08-05,27.3,23,34,4.6,,,8.9,,1001.5,
2017-08-06,29.7,22,35.5,,,,9.3,,999.9,
2017-08-07,29.6,22,36,,,,8.3,,1000.2,
2017-08-08,26.7,21,36,1,,,,,998.2,
2017-08-09,24.9,21.9,29.7,,,,6.5,,997.7,
2017-08-10,28.1,24,32,0,,,7.1,,999,
2017-08-11,25.3,22,31,7.4,,,8.7,,1002.5,
2017-08-12,22.7,21,24.1,48.5,,,8,,1007.6,
2017-08-13,24.2,22,30,10.2,,,7.7,,1008.3,
2017-08-14,26.4,22.2,31,0.5,,,7.1,,1007.5,
2017-08-15,27.3,22.9,31,0,,,6.9,,1005.9,
2017-08-16,23.9,21,32,4.6,,,,,1005.8,
2017-08-17,26.1,20.5,31,,,,6.8,,1008,
2017-08-18,24.8,22,30,21.3,,,7.2,,1009.8,
2017-08-19,25.1,22,30,4.3,,,5.9,,1010.1,
2017-08-20,26.7,22,30,3,,,5,,1007.5,
2017-08-21,29.1,24.5,34,0,,,,,1005.1,
2017-08-22,26.2,24,30,18.3,,,7.5,,1007.4,
